,ticker,cik
2829,ntgr,1122904
2830,ladr,1577670
2831,stpk,1758766
2832,alec,1653087
2833,brog,1774983
2834,veri,1615165
2835,frta,1678463
2836,zgnx,1375151
2837,arcb,894405
2838,alex,1545654
2839,oxm,75288
2840,ecol,1783400
2841,clls,1627281
2842,ebix,814549
2843,lx,1708259
2844,bwmx,1788257
2845,pasg,1787297
2846,cers,1020214
2847,linx,1770883
2848,ceva,1173489
2849,btbt,1710350
2850,fcf,712537
2851,maxn,1796898
2852,lmnx,1033905
2853,saft,1172052
2854,rmr,1644378
2855,glng,1207179
2856,algs,1799448
2857,erj,1355444
2858,cenx,949157
2859,rmax,1581091
2860,advm,1501756
2861,stro,1382101
2862,jout,788329
2863,nmz,1266585
2864,nvee,1532961
2865,fdp,1047340
2866,elf,1600033
2867,aifly,1065199
2868,tcbk,356171
2869,vlrs,1520504
2870,orla,1680056
2871,freq,1703647
2872,cts,26058
2873,drq,1042893
2874,fdmt,1650648
2875,hcc,1691303
2876,crto,1576427
2877,loma,1711375
2878,kos,1509991
2879,gbx,923120
2880,nrk,1195739
2881,vsta,1792829
2882,nexa,1713930
2883,rily,1464790
2884,biio,1575420
2885,hy,1173514
2886,dgnr,1818201
2887,efsc,1025835
2888,itos,1808865
2889,nfh,1737422
2890,gty,1052752
2891,itpof,880224
2892,amsf,1018979
2893,opi,1456772
2894,pten,889900
2895,cvtv,1639234
2896,hees,1339605
2897,nrc,70487
2898,nmfc,1496099
2899,crk,23194
2900,mcri,907242
2901,chco,726854
2902,tmp,1005817
2903,mgnx,1125345
2904,btwn,1815086
2905,amti,1801777
2906,tbph,1583107
2907,mtsc,68709
2908,prpb,1812667
2909,sol,1417892
2910,bif,102426
2911,grbk,1373670
2912,sndx,1395937
2913,clnc,1717547
2914,cmre,1503584
2915,oric,1796280
2916,fgroy,1438926
2917,gnmk,1487371
2918,mlco,1381640
2919,cli,924901
2920,evri,1318568
2921,cgen,1119774
2922,nxe,1698535
2923,cang,1725123
2924,nhc,1047335
2925,oec,1609804
2926,sgtx,1821323
2927,apsg,1820872
2928,fax,790500
2929,scwx,1468666
2930,star,1095651
2931,avo,1802974
2932,stkl,351834
2933,zumz,1318008
2934,chct,1631569
2935,qnst,1117297
2936,slcjy,1523541
2937,nbhc,1475841
2938,crhc,1818212
2939,srce,34782
2940,tgp,1308106
2941,swbi,1092796
2942,sbsi,705432
2943,cls,1030894
2944,tcrr,1750019
2945,din,49754
2946,imax,921582
2947,stba,719220
2948,step,1796022
2949,otrk,1136174
2950,trit,1819876
2951,nblx,1647513
2952,kra,1321646
2953,fxcny,1164009
2954,vitl,1579733
2955,ltmaq,1047716
2956,ccf,830524
2957,eos,1308335
2958,nwbo,1072379
2959,ever,1640428
2960,gsah,1809987
2961,prch,1784535
2962,shyf,743238
2963,svm,1340677
2964,sblk,1386716
2965,qqqx,1608741
2966,ingn,1294133
2967,chy,1222719
2968,mdxg,1376339
2969,acls,1113232
2970,cgem,1789972
2971,pra,1127703
2972,sm,893538
2973,ajax,1824963
2974,trhc,1651561
2975,arco,1508478
2976,rna,1599901
2977,bhe,863436
2978,ecpg,1084961
2979,geo,923796
2980,arko,1823794
2981,rdus,1428522
2982,tpgy,1819399
2983,atec,1350653
2984,opra,1737450
2985,myrg,700923
2986,rdnt,790526
2987,atnx,1300699
2988,lgvw,1804176
2989,ghld,1821160
2990,tsha,1806310
2991,rnp,1224450
2992,fbnc,811589
2993,etw,1322435
2994,hrvsf,1760439
2995,petq,1668673
2996,hqh,805267
2997,sxi,310354
2998,labl,819220
2999,icpt,1270073
3000,rbbn,1708055
3001,skt,899715
3002,meso,1345099
3003,for,1406587
3004,schn,912603
3005,brkl,1049782
3006,nxrt,1620393
3007,grpn,1490281
3008,axl,1062231
3009,rtp,1819848
3010,cndt,1677703
3011,ftoc,1816090
3012,dhc,1075415
3013,ichr,1652535
3014,yumm,1073748
3015,cmco,1005229
3016,vtiq,1823884
3017,awf,906013
3018,acel,1698991
3019,akro,1744659
3020,plow,1287213
3021,iesc,1048268
3022,oii,73756
3023,lnth,1521036
3024,kref,1631596
3025,krny,1617242
3026,bpfh,821127
3027,prvb,1695357
3028,tvty,704415
3029,omer,1285819
3030,bjri,1013488
3031,wll,1255474
3032,pi,1114995
3033,brbr,1772016
3034,tcmd,1027838
3035,ofg,1030469
3036,ffc,1174164
3037,phat,1783183
3038,ih,1814423
3039,drd,1023512
3040,bhlb,1108134
3041,veco,103145
3042,sgh,1616533
3043,rwt,930236
3044,meg,1643615
3045,dht,1331284
3046,chi,1171471
3047,matw,63296
3048,enta,1177648
3049,resi,1555039
3050,tgh,1413159
3051,plrx,1746473
3052,cry,784199
3053,orgo,1661181
3054,eig,1379041
3055,eim,1176984
3056,myi,883412
3057,np,1296435
3058,cyh,1108109
3059,nga,1815495
3060,camt,1109138
3061,adap,1621227
3062,hgen,1293310
3063,wnc,879526
3064,kfrc,930420
3065,sybt,835324
3066,ten,1024725
3067,iiiv,1728688
3068,aod,1379400
3069,audc,1086434
3070,tpre,1576018
3071,gsky,1712923
3072,aio,1778114
3073,wow,1701051
3074,jpc,1216583
3075,phar,1828316
3076,smp,93389
3077,amph,1297184
3078,jbss,880117
3079,chef,1517175
3080,bma,1347426
3081,gam,40417
3082,extr,1078271
3083,vivo,794172
3084,ihrt,1400891
3085,bngo,1411690
3086,clm,814083
3087,agys,78749
3088,unfi,1020859
3089,csr,798359
3090,ffwm,1413837
3091,gldd,1372020
3092,pfc,946647
3093,morf,1679363
3094,cris,1108205
3095,rad,84129
3096,scu,1403256
3097,ptnr,1096691
3098,imos,1123134
3099,gabc,714395
3100,ll,1396033
3101,apog,6845
3102,sph,1005210
3103,nesr,1698514
3104,gsat,1366868
3105,aagh,1098009
3106,inn,1497645
3107,lrn,1157408
3108,tars,1819790
3109,denn,852772
3110,sibn,1459839
3111,ospn,1044777
3112,afib,1522860
3113,enva,1529864
3114,holi,1357450
3115,mdp,65011
3116,hibb,1017480
3117,crtx,1662774
3118,pml,1170299
3119,mbin,1629019
3120,uht,798783
3121,mvis,65770
3122,hngr,722723
3123,esta,1688757
3124,hfwa,1046025
3125,ptgx,1377121
3126,dnow,1599617
3127,clsk,827876
3128,ctagy,1450009
3129,schl,866729
3130,vff,1584549
3131,lc,1409970
3132,quot,1115128
3133,ipod,1818876
3134,grc,42682
3135,osur,1116463
3136,ahh,1569187
3137,ha,1172222
3138,ciic,1789760
3139,atha,1620463
3140,gof,1380936
3141,idex,837852
3142,gogo,1537054
3143,espr,1434868
3144,tpb,1290677
3145,lmat,1158895
3146,prdo,1046568
3147,dbd,28823
3148,vray,1597313
3149,agc,1823340
3150,tbbk,1295401
3151,jqc,1227476
3152,prty,1592058
3153,can,1780652
3154,desp,1703141
3155,banc,1169770
3156,bhk,1160864
3157,vmo,884152
3158,agro,1499505
3159,fph,1574197
3160,cet,18748
3161,agm,845877
3162,wrld,108385
3163,annx,1528115
3164,imkta,50493
3165,pae,1720821
3166,thq,1604522
3167,ckh,859598
3168,fpac,1829426
3169,pahc,1069899
3170,oas,1486159
3171,uscr,1073429
3172,hmi,1720446
3173,wnw,1787803
3174,sri,1043337
3175,srg,1628063
3176,nex,1688476
3177,vet,1293135
3178,nx,1423221
3179,wetf,880631
3180,kids,1425450
3181,alp-pq,3153
3182,fbm,1688941
3183,pump,1680247
3184,trvg,1683825
3185,ebsb,1600125
3186,ande,821026
3187,ofix,884624
3188,cnob,712771
3189,kelya,55135
3190,kyn,1293613
3191,pbf,1534504
3192,mgpi,835011
3193,vtol,1525221
3194,fprx,1175505
3195,emd,1227862
3196,hzo,1057060
3197,goss,1728117
3198,erii,1421517
3199,acco,712034
3200,wash,737468
3201,forr,1023313
3202,ntus,878526
3203,phk,1219360
3204,boac,1818089
3205,gel,1022321
3206,alpc,1616736
3207,mitfy,1515160
3208,tgs,931427
3209,trtx,1630472
3210,arzty,1423210
3211,ac,1642122
3212,vygg,1822877
3213,ubia,1500242
3214,amsc,880807
3215,stfc,874977
3216,iclk,1697818
3217,oncr,1671818
3218,afin,1568162
3219,gato,1517006
3220,togl,1378125
3221,finv,1691445
3222,sfl,1289877
3223,mnkd,899460
3224,bcsf,1655050
3225,tdf,919893
3226,erf,1126874
3227,gsg,1332174
3228,lind,1512499
3229,pdfs,1120914
3230,cara,1346830
3231,hmst,1518715
3232,tpc,77543
3233,cdmo,704562
3234,calt,1795579
3235,prvl,1714798
3236,ra,1655099
3237,osw,1758488
3238,cfii,1811856
3239,glt,41719
3240,crmt,799850
3241,cars,1683606
3242,stng,1483934
3243,avan,1819608
3244,ocsl,1414932
3245,igr,1268884
3246,axgn,805928
3247,nie,1383441
3248,ameh,1083446
3249,mye,69488
3250,ebon,1799290
3251,cii,1278895
3252,mmx,1773250
3253,dmrc,1438231
3254,plce,1041859
3255,cxw,1070985
3256,hstm,1095565
3257,res,742278
3258,le,799288
3259,gprk,1464591
3260,best,1709505
3261,cbb,716133
3262,aten,1580808
3263,vapo,1253176
3264,wprt,1370416
3265,altm,1692787
3266,rbac,1815184
3267,wlkp,1604665
3268,exk,1277866
3269,bkd,1332349
3270,cel,1385145
3271,ruby,1709401
3272,bcor,1068875
3273,pthiy,1520253
3274,ngms,1821349
3275,knl,1011570
3276,gogl,1029145
3277,tcx,909494
3278,nwli,1635984
3279,spwh,1132105
3280,plab,810136
3281,pfbc,1492165
3282,ulnv,1605810
3283,hlit,851310
3284,rnwey,1361369
3285,leap,1818346
3286,radi,1810739
3287,talo,1724965
3288,ueic,101984
3289,gan,1799332
3290,vbiv,764195
3291,cir,1091883
3292,plya,1692412
3293,vnda,1347178
3294,slrc,1418076
3295,adtn,926282
3296,esgc,1532981
3297,bfs,907254
3298,coll,1267565
3299,ainv,1278752
3300,odt,1717452
3301,ambc,874501
3302,swdhy,1531006
3303,msgn,1469372
3304,vgac,1804591
3305,atni,879585
3306,cown,1466538
3307,boom,34067
3308,ldp,1548717
3309,abtx,1642081
3310,gim,828803
3311,mgic,876779
3312,htd,1260041
3313,avid,896841
3314,wiw,1267902
3315,echo,1426945
3316,fvti,1626745
3317,lpg,1596993
3318,pfn,1296250
3319,merc,1333274
3320,goac,1816176
3321,lorl,1006269
3322,parr,821483
3323,nkx,1195738
3324,hutcy,1461402
3325,hfro,1710680
3326,iim,885601
3327,hbnc,706129
3328,ufcs,101199
3329,xent,1271214
3330,sii,1512920
3331,crzo,1040593
3332,ango,1275187
3333,bcov,1313275
3334,npacy,1450276
3335,vrex,1681622
3336,mitk,807863
3337,agx,100591
3338,vvi,884219
3339,hlx,866829
3340,arch,1037676
3341,aiv,922864
3342,vxrt,72444
3343,bcx,1506289
3344,albo,1322505
3345,arr,1428205
3346,cco,1334978
3347,rbcaa,921557
3348,boe,1320375
3349,nink,1567388
3350,mgtx,1735438
3351,cps,1320461
3352,vgm,880892
3353,obnk,1516912
3354,vkq,877463
3355,aosl,1387467
3356,nmco,1774342
3357,hzac,1817071
3358,fi,1575828
3359,mnrl,1745797
3360,fhtx,1822462
3361,bomn,1494582
3362,cyd,932695
3363,fanh,1413855
3364,sboey,1578955
3365,bedu,1696355
3366,uslm,82020
3367,ncbs,1174850
3368,amrx,1723128
3369,nunz,886093
3370,gsbc,854560
3371,loco,1606366
3372,grsv,1816816
3373,rpt,842183
3374,kop,1315257
3375,tig,1801754
3376,scsc,918965
3377,love,1701758
3378,dms,1725134
3379,ctbi,350852
3380,qep,1108827
3381,treb,1805833
3382,lbai,846901
3383,usat,896429
3384,cldx,744218
3385,ccd,1602584
3386,aan,1821393
3387,nfbk,1493225
3388,sqz,1604477
3389,cubi,1488813
3390,imtx,1809196
3391,wtre,1601669
3392,wina,908315
3393,mod,67347
3394,dmtk,1651944
3395,pcn,1160990
3396,kdny,1435049
3397,tgi,1021162
3398,clct,1089143
3399,syrs,1556263
3400,cmbm,1738177
3401,tbi,768899
3402,pets,1040130
3403,ghiv,1783398
3404,cpac,1221029
3405,fbms,947559
3406,hzon,1821788
3407,vta,1393662
3408,bfk,1137393
3409,iqi,885125
3410,kdmn,1557142
3411,trst,357301
3412,ziop,1107421
3413,sp,1059262
3414,uvsp,102212
3415,sft,1762322
3416,wndw,1071840
3417,tcpc,1370755
3418,plse,1625101
3419,gthx,1560241
3420,veru,863894
3421,acic,1824502
3422,bpyu,1496048
3423,arlo,1736946
3424,pdt,855886
3425,myd,879361
3426,dbi,1319947
3427,atrs,1016169
3428,efc,1411342
3429,vslax,853180
3430,prts,1378950
3431,clw,1441236
3432,gpre,1309402
3433,dco,30305
3434,qiwi,1561566
3435,ruprf,1010000
3436,awh,926617
3437,akus,1722271
3438,ortx,1748907
3439,nid,1557915
3440,cbtx,1473844
3441,etj,1395325
3442,curi,1776909
3443,rc,1527590
3444,cepu,1717161
3445,vsbc,1697884
3446,capl,1538849
3447,aeri,1337553
3448,abst,1071058
3449,apxt,1777921
3450,blx,890541
3451,eoi,1300391
3452,hone,1769617
3453,anab,1370053
3454,nbb,1478888
3455,bit,1562818
3456,bmtc,802681
3457,kodk,31235
3458,qcrh,906465
3459,egrx,827871
3460,crdf,1213037
3461,nbtx,1760854
3462,ppr,826020
3463,utl,755001
3464,vspr,1818093
3465,tsc,1380846
3466,lgorf,1400438
3467,arlp,1086600
3468,npk,80172
3469,frln,1810031
3470,atex,1304492
3471,gp,1584547
3472,ardx,1437402
3473,tuwoy,1145678
3474,bgy,1393299
3475,invu,862651
3476,aegn,353020
3477,good,1234006
3478,gdyn,1743725
3479,hio,910068
3480,avro,1681087
3481,yorw,108985
3482,gmre,1533615
3483,tile,715787
3484,vcv,895531
3485,asix,1673985
3486,sohu,1734107
3487,duo,1750593
3488,kndi,1316517
3489,dac,1369241
3490,hexo,1690947
3491,ihc,701869
3492,by,1702750
3493,bto,925683
3494,swir,1111863
3495,strl,874238
3496,vvr,1059386
3497,agen,1098972
3498,cal,14707
3499,sptn,877422
3500,caap,1717393
3501,cgbd,1544206
3502,pcpl,1800347
3503,fmcb,1085913
3504,muc,1051004
3505,imxi,1683695
3506,cfb,1458412
3507,inzy,1693011
3508,asle,1754170
3509,pbfx,1582568
3510,anik,898437
3511,umh,752642
3512,ivr,1437071
3513,ruth,1324272
3514,flxn,1419600
3515,bbar,913059
3516,afmd,1608390
3517,amswa,713425
3518,csv,1016281
3519,ssdt,1673504
3520,mmd,1518557
3521,hsii,1066605
3522,atom,1420520
3523,ryi,1481582
3524,bdsx,1439725
3525,evlo,1694665
3526,ff,1337298
3527,rfp,1393066
3528,vec,1601548
3529,slca,1524741
3530,orbc,1361983
3531,ggn,1313510
3532,dfin,1669811
3533,srdx,924717
3534,nls,1078207
3535,nxj,1087786
3536,ghy,1554697
3537,pebo,318300
3538,one,1722380
3539,iva,1756594
3540,bbdc,1379785
3541,mvf,835948
3542,fmbh,700565
3543,cpe,928022
3544,mrc,1439095
3545,nltx,1404644
3546,cpf,701347
3547,fuv,1558583
3548,avk,1219120
3549,qell,1821171
3550,hwkn,46250
3551,nvgs,1581804
3552,thr,1489096
3553,wldn,1370450
3554,mrus,1651311
3555,siga,1010086
3556,cai,1388430
3557,tcs,1411688
3558,smlr,1554859
3559,ldl,60977
3560,htbk,1053352
3561,oxfd,1586049
3562,rigl,1034842
3563,thbr,1769318
3564,sln,1479615
3565,glp,1323468
3566,hbia,732417
3567,qtnt,1596946
3568,cac,750686
3569,cass,708781
3570,mmrty,1412481
3571,pstx,1661460
3572,oprx,1448431
3573,sndl,1766600
3574,pzn,1399249
3575,chw,1396277
3576,nisn,1603993
3577,trmd,1655891
3578,gden,1071255
3579,hix,1058239
3580,wifi,1169988
3581,rnlx,1811115
3582,bgb,1546429
3583,amtb,1734342
3584,rlmd,1553643
3585,ubp,1029800
3586,ulh,1308208
3587,mx,1325702
3588,yi,1738906
3589,mirm,1759425
3590,hvt,216085
3591,beem,1398805
3592,mtl,1302362
3593,wttr,1693256
3594,isee,1410939
3595,pace,1819404
3596,gevo,1392380
3597,dgii,854775
3598,blw,1233681
3599,coe,1659494
3600,scvl,895447
3601,dnk,1785154
3602,tg,850429
3603,agcb,1830232
3604,cdev,1658566
3605,pros,1634038
3606,gray,1534133
3607,chuy,1524931
3608,bcel,1532346
3609,dcom,1005409
3610,casa,1333835
3611,bme,1314966
3612,mui,1232860
3613,fixx,1661998
3614,new,1726189
3615,thff,714562
3616,mmu,886043
3617,fmac,1822219
3618,lqdt,1235468
3619,ifn,917100
3620,ffntf,1783875
3621,tlmd,1791091
3622,cvm,725363
3623,cmrx,1117480
3624,ipv,1789029
3625,dgrly,1361371
3626,cbat,1117171
3627,rev,887921
3628,bxg,778946
3629,tshmy,1503526
3630,cldt,1476045
3631,eqos,1790515
3632,dvax,1029142
3633,harp,1708493
3634,abml,1576873
3635,krp,1657788
3636,diax,1608742
3637,mwk,1757715
3638,spnv,1825024
3639,ctrn,1318484
3640,alta,1636286
3641,cmo,766701
3642,sppi,831547
3643,cmtl,23197
3644,mua,901243
3645,curo,1711291
3646,lxrx,1062822
3647,flng,1772253
3648,dtil,1357874
3649,revg,1687221
3650,gpmt,1703644
3651,gco,18498
3652,bchg,1732409
3653,jpi,1547994
3654,lbc,1475348
3655,tpco,1593195
3656,smts,1705259
3657,dmyd,1816101
3658,dfp,1559991
3659,gts,1171662
3660,bbsi,902791
3661,eqd,1818221
3662,eth,896156
3663,xene,1582313
3664,bfc,1746109
3665,dnn,1063259
3666,llnw,1391127
3667,tclry,1080259
3668,evn,1074540
3669,hps,1215913
3670,sldb,1707502
3671,impx,1820191
3672,oxlc,1495222
3673,nqp,870780
3674,ncv,1214935
3675,uuuu,1385849
3676,mpx,1129155
3677,ffic,923139
3678,thry,1556739
3679,opt,1815620
3680,gern,886744
3681,mfl,1045126
3682,solo,1637736
3683,yin,1661125
3684,smmc,1774155
3685,knop,1564180
3686,hcci,1403431
3687,leo,818972
3688,bdge,846617
3689,zom,1684144
3690,alt,1326190
3691,akts,1584754
3692,myn,882150
3693,clvs,1466301
3694,sspk,1779474
3695,djco,783412
3696,inaq,1819035
3697,fthm,1753162
3698,wbai,1517496
3699,insw,1679049
3700,jhb,1647933
3701,xbit,1626878
3702,rapt,1673772
3703,seznl,1662991
3704,aplt,1697532
3705,igd,1285890
3706,aqb,1603978
3707,fnko,1704711
3708,tufn,1757399
3709,nhf,1356115
3710,eft,1288992
3711,mca,888410
3712,catc,711772
3713,nssc,69633
3714,qtt,1733298
3715,mtem,1183765
3716,prta,1559053
3717,jfr,1276533
3718,ezoo,1752372
3719,urov,1740547
3720,ltrpa,1606745
3721,alrs,903419
3722,mqy,890196
3723,ircp,1128173
3724,clar,913277
3725,hmlp,1603016
3726,fuse,1807846
3727,pddtf,1718226
3728,pll,1728205
3729,zyxi,846475
3730,iea,1652362
3731,bmrc,1403475
3732,wve,1631574
3733,pand,1807901
3734,fosl,883569
3735,fsd,1494530
3736,ssti,1351636
3737,oprt,1538716
3738,vki,908993
3739,mcft,1638290
3740,hpi,1176199
3741,ecom,1169652
3742,rex,744187
3743,avd,5981
3744,mgi,1273931
3745,blbd,1589526
3746,true,1327318
3747,axdx,727207
3748,mtw,61986
3749,dhil,909108
3750,bq,1815021
3751,bysi,1677940
3752,isd,1534880
3753,co,1467808
3754,tmdx,1756262
3755,bcei,1509589
3756,snpr,1819584
3757,ead,1210123
3758,jih,1787791
3759,amot,46129
3760,gbl,1060349
3761,cdak,1659352
3762,tell,61398
3763,zixi,855612
3764,thw,1635977
3765,oyst,1720725
3766,prof,1628808
3767,uve,891166
3768,gbab,1495825
3769,sprb,1683553
3770,dsu,1051003
3771,autl,1730463
3772,nbr,1163739
3773,pko,1412350
3774,vktx,1607678
3775,caf,1368493
3776,ntst,1798100
3777,fusn,1805890
3778,pgc,1050743
3779,efr,1258623
3780,aspn,1145986
3781,allt,1365767
3782,hql,884121
3783,dpg,1515671
3784,amyt,1783010
3785,vhi,59255
3786,yj,1759614
3787,advv,1698519
3788,iiin,764401
3789,faii,1815849
3790,nog,1104485
3791,amc,1411579
3792,wsbf,1569994
3793,srlp,1525287
3794,crf,33934
3795,sols,1519177
3796,ppt,827773
3797,arow,717538
3798,spne,1637761
3799,titn,1409171
3800,glog,1534126
3801,sxc,1514705
3802,ebf,33002
3803,crnx,1658247
3804,hymc,1718405
3805,apei,1201792
3806,onew,1772921
3807,mdrpf,1526243
3808,gci,1579684
3809,fsp,1031316
3810,pmo,900422
3811,glsi,1799788
3812,bzh,915840
3813,prth,1653558
3814,fldm,1162194
3815,wftlf,1603923
3816,stic,1819574
3817,higa,1823776
3818,vpg,1487952
3819,dxpe,1020710
3820,axti,1051627
3821,kbal,55772
3822,urgn,1668243
3823,btaq,1815526
3824,ctt,1341141
3825,amal,1823608
3826,vntr,1705682
3827,sva,1084201
3828,bui,1528988
3829,itrn,1337117
3830,xoma,791908
3831,irs,933267
3832,nnax,1132509
3833,lxfr,1096056
3834,rmni,1635282
3835,hmhc,1580156
3836,surf,1718108
3837,peix,778164
3838,uavs,8504
3839,mbwm,1042729
3840,enpc,1816261
3841,rmt,912147
3842,omn,1090061
3843,mta,1722606
3844,spro,1701108
3845,ktf,839533
3846,bnft,1576169
3847,bdsi,1103021
3848,pbyi,1401667
3849,nptn,1227025
3850,awp,1390195
3851,snr,1610114
3852,mlr,924822
3853,nat,1000177
3854,uk,1821424
3855,fbrx,1419041
3856,omp,1652133
3857,gmda,1600847
3858,yac,1815302
3859,ryam,1597672
3860,cste,1504379
3861,dba,1383082
3862,laws,703604
3863,dgns,1827075
3864,stk,1471420
3865,vsec,102752
3866,mrns,1267813
3867,smmt,1599298
3868,expc,1779128
3869,hckt,1057379
3870,cbay,1042074
3871,fiii,1784168
3872,mcf,1071993
3873,mcs,62234
3874,jaggf,1333849
3875,ehi,1228509
3876,bfst,1624322
3877,sbr,710752
3878,mdvl,1402479
3879,acam,1759008
3880,cnbka,812348
3881,bfz,1137391
3882,gut,1080720
3883,akba,1517022
3884,ta,1378453
3885,deh,1812173
3886,min,826735
3887,ibcp,39311
3888,aef,846676
3889,oac,1773751
3890,frph,844059
3891,crai,1053706
3892,ocgn,1372299
3893,fra,1259708
3894,mhn,1038186
3895,etnb,1785173
3896,msbi,1466026
3897,nan,1074769
3898,pflt,1504619
3899,muj,1053988
3900,twnd,1814215
3901,flic,740663
3902,ccbg,726601
3903,aray,1138723
3904,hci,1400810
3905,free,1753706
3906,nsrpf,1536674
3907,ke,1606757
3908,miy,890393
3909,acnd,1805651
3910,vstm,1526119
3911,sftw,1753539
3912,jg,1737339
3913,tdw,98222
3914,wuyi,1687065
3915,hbt,775215
3916,evi,65312
3917,drrx,1082038
3918,asa,1230869
3919,cpsi,1169445
3920,dmyi,1824920
3921,kala,1479419
3922,ello,946394
3923,newt,1587987
3924,mofg,1412665
3925,mov,72573
3926,ccap,1633336
3927,bcyc,1761612
3928,apto,882361
3929,piai,1819175
3930,hmtv,1567345
3931,vrs,1421182
3932,wimi,1770088
3933,dmlp,1172358
3934,aciu,1651625
3935,gbli,1494904
3936,dgica,800457
3937,rada,761238
3938,pdac,1821317
3939,soi,1697500
3940,qd,1692705
3941,mux,314203
3942,eto,1281926
3943,nev,1469392
3944,edd,1388141
3945,cnsl,1304421
3946,tpvg,1580345
3947,ztr,836412
3948,ogi,1620737
3949,crd-a,25475
3950,dx,826675
3951,olp,712770
3952,rcel,1762303
3953,afb,1162027
3954,mgta,1690585
3955,idya,1676725
3956,soac,1798562
3957,iaca,1821018
3958,pkoh,76282
3959,aenz,1572621
3960,fcbc,859070
3961,cio,1593222
3962,epix,1633932
3963,xpoa,1821742
3964,atro,8063
3965,twi,899751
3966,jynt,1612630
3967,cresy,1034957
3968,opy,791963
3969,aldx,1341235
3970,loop,1504678
3971,fisi,862831
3972,txmd,25743
3973,cutr,1162461
3974,gss,903571
3975,mpaa,918251
3976,mbi,814585
3977,avdl,1012477
3978,etb,1308927
3979,itegy,1579597
3980,tsia,1826000
3981,lsf,1650696
3982,vacq,1819994
3983,ara,1498068
3984,acre,1529377
3985,hpf,1189740
3986,ncz,1227857
3987,pmx,1181506
3988,pmm,844790
3989,rsva,1828318
3990,bym,1181187
3991,axu,1364128
3992,fmnb,709337
3993,bkrp,1580095
3994,cplg,1707178
3995,hoft,1077688
3996,agle,1636282
3997,hffg,1680873
3998,dspg,915778
3999,tcda,1595585
4000,cue,1645460
4001,sgu,1002590
4002,anip,1023024
4003,trc,96869
4004,bsn,1815805
4005,conn,1223389
4006,rfl,1713863
4007,dsm,855887
4008,vih,1820302
4009,bkt,832327
4010,gilt,897322
4011,athx,1368148
4012,nrgx,1756908
4013,viot,1742770
4014,tnk,1419945
4015,dbvt,1613780
4016,jagx,1585608
4017,ipha,1598599
4018,vuzi,1463972
4019,dlth,1649744
4020,etm,1067837
4021,ois,1121484
4022,uec,1334933
4023,qh,1781193
4024,bsrr,1130144
4025,ctso,1175151
4026,mcbs,1747068
4027,orc,1518621
4028,mcr,851170
4029,gstx,1497649
4030,rgp,1084765
4031,kldo,1751299
4032,hafc,1109242
4033,rvp,946563
4034,rtto,1646576
4035,ccne,736772
4036,stxs,1289340
4037,flnt,1460329
4038,glo,1350869
4039,egan,1066194
4040,powl,80420
4041,eigr,1305253
4042,rrbi,1071236
4043,cnce,1367920
4044,orph,1764791
4045,este,10254
4046,dske,1642453
4047,trvn,1429560
4048,ufpt,914156
4049,igic,1794338
4050,tffp,1733413
4051,uxin,1729173
4052,avxl,1314052
4053,xxii,1347858
4054,nh,1566469
4055,gmhly,1438848
4056,apts,1481832
4057,peo,216851
4058,rpla,1763731
4059,gik,1802749
4060,hesm,1789832
4061,cdzi,727273
4062,nmgrf,1649752
4063,oia,835333
4064,indt,1037390
4065,vrna,1657312
4066,pfl,1244183
4067,ndls,1275158
4068,sgc,95574
4069,cogt,1622229
4070,msb,65172
4071,jri,1539337
4072,atlc,1464343
4073,mmt,809173
4074,tei,909112
4075,nodk,1681206
4076,gnus,1355848
4077,alus,1781115
4078,bwb,1341317
4079,imux,1280776
4080,pmf,1140392
4081,ins,320340
4082,plm,866028
4083,tgb,878518
4084,gtxmq,1735707
4085,scpl,1760717
4086,hawel,46207
4087,npa,1780312
4088,spke,1606268
4089,wtrh,1653247
4090,gwrs,1434728
4091,ston,1753886
4092,nsco,1709682
4093,ccac,1794621
4094,vrtv,1599489
4095,puyi,1750264
4096,plym,1515816
4097,ble,1176194
4098,cprx,1369568
4099,lptv,1643988
4100,legh,1436208
4101,srac,1781162
4102,selb,1453687
4103,casi,895051
4104,rmm,1771226
4105,jro,1289213
4106,huiz,1778982
4107,ftft,1066923
4108,vhc,1082324
4109,alpp,1606698
4110,asg,786035
4111,men,844172
4112,plg,1095052
4113,artna,863110
4114,senea,88948
4115,clfd,796505
4116,blct,1791278
4117,peri,1338940
4118,cpsr,1805087
4119,cbmg,1378624
4120,bhb,743367
4121,voxx,807707
4122,dzsi,1101680
4123,fc,886206
4124,land,1495240
4125,ngl,1504461
4126,camp,730255
4127,acbi,1461755
4128,rm,1519401
4129,vtru,1805012
4130,spfi,1163668
4131,ufi,100726
4132,ctac,1824577
4133,rbb,1499422
4134,myj,884216
4135,htbi,1538263
4136,ipldp,52485
4137,jgh,1615905
4138,usas,1286973
4139,gnty,1058867
4140,cstr,1676479
4141,ffa,1291334
4142,bmtm,1568385
4143,plpc,80035
4144,hyi,1497186
4145,cswc,17313
4146,inbt,1657803
4147,sor,91847
4148,frgi,1534992
4149,wti,1288403
4150,fof,1375340
4151,wsg,1771279
4152,ftiv,1777835
4153,acv,1636289
4154,erc,1227073
4155,gnk,1326200
4156,usx,923571
4157,gain,1321741
4158,infu,1337013
4159,eqbk,1227500
4160,redu,1712178
4161,bry,1705873
4162,ccrn,1141103
4163,prog,1580063
