,ticker,cik
3549,vta,1393662
3550,tsha,1806310
3551,gprk,1464591
3552,grcl,1826492
3553,ecom,1169652
3554,mye,69488
3555,abtx,1642081
3556,amswa,713425
3557,idya,1676725
3558,flng,1772253
3559,svfa,1828478
3560,twct,1819313
3561,amam,1836056
3562,qcrh,906465
3563,dtrc,1182737
3564,imtx,1809196
3565,mrc,1439095
3566,srdx,924717
3567,ubp,1029800
3568,smmt,1599298
3569,srg,1628063
3570,conn,1223389
3571,chuy,1524931
3572,hbnc,706129
3573,ulnv,1605810
3574,cmlf,1818331
3575,tfan,1700849
3576,etj,1395325
3577,evlo,1694665
3578,tig,1801754
3579,hiii,1823034
3580,agx,100591
3581,avan,1819608
3582,eoi,1300391
3583,cgbd,1544206
3584,stfc,874977
3585,bto,925683
3586,casa,1333835
3587,capl,1538849
3588,bpyu,1496048
3589,wnc,879526
3590,aeri,1337553
3591,eglx,1854233
3592,curi,1776909
3593,crzo,1040593
3594,phar,1828316
3595,iqi,885125
3596,wina,908315
3597,myd,879361
3598,atni,879585
3599,cpf,701347
3600,gsbc,854560
3601,cara,1346830
3602,pasg,1787297
3603,anvs,1477845
3604,sboey,1578955
3605,allt,1365767
3606,fmbh,700565
3607,mov,72573
3608,gci,1579684
3609,swir,1111863
3610,sesn,1485003
3611,cmlt,1843762
3612,vor,1817229
3613,hcci,1403431
3614,msda,1846996
3615,goac,1816176
3616,akya,1711933
3617,npk,80172
3618,ctbi,350852
3619,ambc,874501
3620,grvy,1313310
3621,rbac,1815184
3622,sft,1762322
3623,scoa,1828985
3624,abst,1071058
3625,anab,1370053
3626,kopn,771266
3627,bit,1562818
3628,acre,1529377
3629,bbdc,1379785
3630,curo,1711291
3631,trmd,1655891
3632,asts,1780312
3633,lgac,1836337
3634,bfk,1137393
3635,fosl,883569
3636,cnsl,1304421
3637,vhi,59255
3638,agc,1823340
3639,blde,1779128
3640,cfb,1458412
3641,gan,1799332
3642,slam,1838162
3643,eols,1570562
3644,nid,1557915
3645,ncbs,1174850
3646,bowx,1813756
3647,tgs,931427
3648,loco,1606366
3649,fpac,1829426
3650,hwkn,46250
3651,cac,750686
3652,sp,1059262
3653,mgtx,1735438
3654,atos,1488039
3655,cris,1108205
3656,gbl,1060349
3657,mrns,1267813
3658,cepu,1717161
3659,peri,1338940
3660,ccvi,1828250
3661,zuus,1687926
3662,rev,887921
3663,albo,1322505
3664,vslax,853180
3665,stxs,1289340
3666,fmcb,1085913
3667,ihc,701869
3668,bgy,1393299
3669,gsev,1828096
3670,hzac,1817071
3671,btai,1720893
3672,scsc,918965
3673,yi,1738906
3674,cmrx,1117480
3675,vstm,1526119
3676,btx,748592
3677,uan,1425292
3678,vsta,1792829
3679,vvr,1059386
3680,zepp,1720446
3681,atlc,1464343
3682,spaq,1838527
3683,algs,1799448
3684,dgii,854775
3685,vwe,1834045
3686,avk,1219120
3687,srlp,1525287
3688,wpcb,1836074
3689,tpc,77543
3690,rsva,1828318
3691,fnch,1733257
3692,dtil,1357874
3693,vcv,895531
3694,wti,1288403
3695,cmtl,23197
3696,kdmn,1557142
3697,pdfs,1120914
3698,grsv,1816816
3699,eth,896156
3700,asxc,876378
3701,cyd,932695
3702,sptn,877422
3703,oric,1796280
3704,kvsc,1846068
3705,pets,1040130
3706,titn,1409171
3707,nssc,69633
3708,kop,1315257
3709,cresy,1034957
3710,chw,1396277
3711,tsc,1380846
3712,muc,1051004
3713,gsl,1430725
3714,htbk,1053352
3715,ufcs,101199
3716,ruprf,1010000
3717,spne,1637761
3718,qiwi,1561566
3719,ueic,101984
3720,ghvi,1819394
3721,cbtx,1473844
3722,land,1495240
3723,knop,1564180
3724,mua,901243
3725,nxj,1087786
3726,nbb,1478888
3727,fi,1575828
3728,ghy,1554697
3729,vtgn,1411685
3730,adap,1621227
3731,lkco,1487839
3732,cgen,1119774
3733,trst,357301
3734,csv,1016281
3735,iiin,764401
3736,cplg,1707178
3737,co,1467808
3738,bbar,913059
3739,vygg,1822877
3740,sva,1084201
3741,treb,1805833
3742,fdmt,1650648
3743,hzon,1821788
3744,clls,1627281
3745,ffic,923139
3746,strl,874238
3747,xxii,1347858
3748,togl,1378125
3749,ccv,1812234
3750,fviv,1828183
3751,splp,1452857
3752,dco,30305
3753,dxpe,1020710
3754,cnbka,812348
3755,clnn,1822791
3756,rmr,1644378
3757,cdxc,1386570
3758,dbvt,1613780
3759,icpt,1270073
3760,mvf,835948
3761,veri,1615165
3762,kodk,31235
3763,veru,863894
3764,bw,1630805
3765,lbc,1475348
3766,joan,1834585
3767,mcs,62234
3768,cir,1091883
3769,lxfr,1096056
3770,xyf,1725033
3771,hesm,1789832
3772,xent,1271214
3773,dlth,1649744
3774,anik,898437
3775,tcs,1411688
3776,bgb,1546429
3777,acic,1824502
3778,ulh,1308208
3779,aldx,1341235
3780,ggn,1313510
3781,vsec,102752
3782,diax,1608742
3783,mmd,1518557
3784,cyt,1662244
3785,mux,314203
3786,hix,1058239
3787,glt,41719
3788,ccrn,1141103
3789,cfiv,1825249
3790,opy,791963
3791,best,1709505
3792,sify,1094324
3793,kdny,1435049
3794,bme,1314966
3795,thw,1635977
3796,frtg,1602813
3797,crai,1053706
3798,acqr,1837393
3799,blw,1233681
3800,onew,1772921
3801,goss,1728117
3802,vtnr,890447
3803,hps,1215913
3804,mit,1826058
3805,blbd,1589526
3806,mui,1232860
3807,blx,890541
3808,leap,1818346
3809,fsnb,1840225
3810,hbia,732417
3811,sysx,1737372
3812,agcb,1830232
3813,sol,1417892
3814,fhai,1309251
3815,mtl,1302362
3816,plym,1515816
3817,hmlp,1603016
3818,tals,1827506
3819,yorw,108985
3820,tpgy,1819399
3821,ipod,1818876
3822,cmo,766701
3823,tmst,1598428
3824,imxi,1683695
3825,nmm,1415921
3826,kvsb,1846069
3827,dms,1725134
3828,ll,1396033
3829,egrx,827871
3830,mmu,886043
3831,alzn,1677077
3832,dmlp,1172358
3833,cldt,1476045
3834,tars,1819790
3835,sbr,710752
3836,tcrr,1750019
3837,olp,712770
3838,rmgc,1838108
3839,aty,1861233
3840,lmaca,1831992
3841,cpac,1221029
3842,rada,761238
3843,cass,708781
3844,stem,1758766
3845,ifn,917100
3846,clvs,1466301
3847,lotz,1759008
3848,vapo,1253176
3849,wttr,1693256
3850,gilt,897322
3851,cdzi,727273
3852,jpi,1547994
3853,aud,1067837
3854,nvgs,1581804
3855,lxrx,1062822
3856,rick,935419
3857,mbi,814585
3858,aciu,1651625
3859,pgc,1050743
3860,bitf,1812477
3861,ceix,1710366
3862,evc,1109116
3863,sos,1346610
3864,moln,1745114
3865,hov,357294
3866,yq,1821468
3867,dx,826675
3868,sppi,831547
3869,awh,926617
3870,igd,1285890
3871,nink,1567388
3872,catc,711772
3873,bzh,915840
3874,rmni,1635282
3875,eft,1288992
3876,ctt,1341141
3877,jfr,1276533
3878,nqp,870780
3879,hpi,1176199
3880,cmgr,1389518
3881,pebo,318300
3882,dzsi,1101680
3883,vaqc,1842386
3884,cprx,1369568
3885,oprt,1538716
3886,dfp,1559991
3887,ndls,1275158
3888,bcov,1313275
3889,fsp,1031316
3890,myn,882150
3891,mfl,1045126
3892,tspq,1838219
3893,zev,1802749
3894,biox,1769484
3895,itrn,1337117
3896,ncv,1214935
3897,akba,1517022
3898,leo,818972
3899,nrgx,1756908
3900,revh,1841389
3901,evn,1074540
3902,sxc,1514705
3903,esgc,1532981
3904,pros,1634038
3905,espr,1434868
3906,msbi,1466026
3907,iva,1756594
3908,vrs,1421182
3909,stk,1471420
3910,gmii,1819395
3911,kalv,1348911
3912,ssti,1351636
3913,ih,1814423
3914,otrk,1136174
3915,arow,717538
3916,insw,1679049
3917,uec,1334933
3918,pko,1412350
3919,orc,1518621
3920,pds,1013605
3921,clmt,1340122
3922,pace,1819404
3923,qd,1692705
3924,egle,1322439
3925,csse,1679063
3926,tshmy,1503526
3927,aplt,1697532
3928,adag,1818838
3929,rlmd,1553643
3930,ebf,33002
3931,glsi,1799788
3932,hafc,1109242
3933,haac,1824013
3934,true,1327318
3935,awp,1390195
3936,dpg,1515671
3937,zyxi,846475
3938,tgb,878518
3939,hckt,1057379
3940,clsk,827876
3941,ikna,1835579
3942,vki,908993
3943,cio,1593222
3944,thr,1489096
3945,ziop,1107421
3946,isd,1534880
3947,lpg,1596993
3948,gts,1171662
3949,npce,1528287
3950,mpx,1129155
3951,fwaa,1837014
3952,vec,1601548
3953,mca,888410
3954,safly,1538028
3955,prpc,1821329
3956,thff,714562
3957,ryi,1481582
3958,ytpg,1840859
3959,asle,1754170
3960,ead,1210123
3961,atro,8063
3962,akts,1584754
3963,rmt,912147
3964,bgfv,1156388
3965,ebon,1799290
3966,arlo,1736946
3967,tlmd,1791091
3968,dsu,1051003
3969,bfc,1746109
3970,apei,1201792
3971,bbsi,902791
3972,cswc,17313
3973,free,1753706
3974,urov,1740547
3975,ccap,1633336
3976,yin,1661125
3977,avd,5981
3978,pstx,1661460
3979,dmrc,1438231
3980,ezoo,1752372
3981,jhb,1647933
3982,ke,1606757
3983,dnay,1850079
3984,clfd,796505
3985,ircp,1128173
3986,dhil,909108
3987,fsd,1494530
3988,bry,1705873
3989,pv,1818787
3990,gnus,1355848
3991,efr,1258623
3992,rice,1823766
3993,thcb,1760689
3994,nrxp,1719406
3995,vacc,1828185
3996,sptk,1836259
3997,fuv,1558583
3998,alpp,1606698
3999,loop,1504678
4000,frph,844059
4001,bui,1528988
4002,pflt,1504619
4003,maps,1779474
4004,bolt,1641281
4005,nptn,1227025
4006,qtt,1733298
4007,pavm,1624326
4008,hql,884121
4009,wndw,1071840
4010,klr,1719489
4011,ocx,1642380
4012,fly,1407298
4013,fc,886206
4014,fmac,1822219
4015,acnd,1805651
4016,rrgb,1171759
4017,ngab,1827980
4018,phvs,1830487
4019,viot,1742770
4020,tbcp,1815753
4021,indt,1037390
4022,eqd,1818221
4023,tcva,1845580
4024,aht,1232582
4025,svac,1794905
4026,maac,1819263
4027,ctaq,1823634
4028,nhf,1356115
4029,nls,1078207
4030,motv,1827821
4031,acbi,1461755
4032,dgnu,1827076
4033,snrh,1823854
4034,ater,1757715
4035,rcel,1762303
4036,finm,1823855
4037,mbac,1839175
4038,ohpa,1836129
4039,hhla,1824185
4040,mcb,1476034
4041,spnv,1825024
4042,crd-a,25475
4043,fcbc,859070
4044,amot,46129
4045,orrcf,1390352
4046,apts,1481832
4047,flic,740663
4048,bedu,1696355
4049,cpaa,1841137
4050,agac,1833909
4051,hio,910068
4052,stpc,1830210
4053,ephy,1827248
4054,dcrn,1836154
4055,mirm,1759425
4056,nstb,1834518
4057,nat,1000177
4058,ngca,1843388
4059,trit,1819876
4060,pacx,1829797
4061,amsc,880807
4062,pdot,1841845
4063,rm,1519401
4064,gbab,1495825
4065,nbtx,1760854
4066,ortx,1748907
4067,dba,1383082
4068,mogo,1602842
4069,fcax,1823733
4070,iiac,1825042
4071,rex,744187
4072,gain,1321741
4073,tpvg,1580345
4074,stal,1614556
4075,vgii,1841761
4076,alrs,903419
4077,caf,1368493
4078,gtx,1735707
4079,bh,1726173
4080,cste,1504379
4081,impx,1820191
4082,twi,899751
4083,mvbf,1277902
4084,cool,1829953
4085,tti,844965
4086,atom,1420520
4087,tdw,98222
4088,hear,1493761
4089,pmo,900422
4090,cpsi,1169445
4091,ktf,839533
4092,aaqc,1838883
4093,tlga,1827871
4094,wldn,1370450
4095,wsbf,1569994
4096,smts,1705259
4097,vktx,1607678
4098,fthm,1753162
4099,xbit,1626878
4100,ppt,827773
4101,foa,1828937
4102,sdhy,1812923
4103,oepw,1824677
4104,soly,1548187
4105,amal,1823608
4106,fbrx,1419041
4107,aout,1808997
4108,tnk,1419945
4109,tlys,1524025
4110,lnd,1499849
4111,muj,1053988
4112,mbwm,1042729
4113,bfst,1624322
4114,laws,703604
4115,clw,1441236
4116,nakd,1707919
4117,amrk,1591588
4118,mcft,1638290
4119,kbal,55772
4120,jfu,1619544
4121,autl,1730463
4122,qell,1821171
4123,senea,88948
4124,selb,1453687
4125,crf,33934
4126,fra,1259708
4127,msb,65172
4128,bfz,1137391
4129,invu,862651
4130,hbt,775215
4131,acam,1846125
4132,thbr,1769318
4133,ztr,836412
4134,cps,1320461
4135,nan,1074769
4136,ngac,1819493
4137,vpg,1487952
4138,plse,1625101
4139,repx,1001614
4140,hmtv,1567345
4141,bbcp,1703956
4142,mhn,1038186
4143,eto,1281926
4144,pdac,1821317
4145,rvi,1735184
4146,mrac,1830180
4147,naac,1830063
4148,gern,886744
4149,crge,1277250
4150,pnnt,1383414
4151,muds,1820727
4152,rbb,1499422
4153,hpf,1189740
4154,ibcp,39311
4155,miy,890393
4156,axdx,727207
4157,htbi,1538263
4158,prth,1653558
4159,mgta,1690585
4160,moxc,1516805
4161,fisi,862831
4162,bnft,1576169
4163,sgu,1002590
4164,vntr,1705682
4165,rrd,29669
4166,omn,1090061
4167,cic,1843783
4168,lhc,1824153
4169,dgica,800457
4170,rgp,1084765
4171,lctx,876343
4172,ois,1121484
4173,kvsa,1841873
4174,gig,1836981
4175,sien,1551693
4176,aef,846676
4177,spro,1701108
4178,bmea,1840439
4179,mcbs,1747068
4180,siga,1010086
4181,xone,1561627
4182,mofg,1412665
4183,fldm,1162194
4184,labp,1785345
4185,cstr,1676479
4186,next,1612720
4187,ta,1378453
4188,etb,1308927
4189,ooma,1327688
4190,wtba,1166928
4191,mdca,876883
4192,higa,1823776
4193,afib,1522860
4194,oyst,1720725
4195,bwb,1341317
4196,yrd,1631761
4197,axti,1051627
4198,hayn,858655
4199,djco,783412
4200,harp,1708493
4201,pfl,1244183
4202,amr,1704715
4203,kndi,1316517
4204,jri,1539337
4205,igic,1794338
4206,solo,1637736
4207,inbt,1657803
4208,aomr,1766478
4209,txmd,25743
4210,tg,850429
4211,camp,730255
4212,wimi,1770088
4213,rbnc,1606440
4214,hcic,1829455
4215,rain,1724979
4216,ufpt,914156
4217,ecc,1604174
4218,frxb,1840161
4219,vacq,1819994
4220,ryam,1597672
4221,afb,1162027
4222,btaq,1815526
4223,fuse,1807846
4224,pmx,1181506
4225,virx,1061027
4226,graf,1845457
4227,snpr,1819584
4228,atto,1606457
4229,advv,1698519
4230,spfr,1825079
4231,howl,1785530
4232,trns,99302
4233,enpc,1816261
4234,gut,1080720
4235,dske,1642453
4236,altg,1759824
4237,ndac,1837067
4238,min,826735
4239,akus,1722271
4240,mlr,924822
4241,rfi,891290
4242,cap,1722438
4243,rmgb,1820143
4244,adn,1744494
4245,psac,1805521
4246,ftcv,1829328
4247,soi,1697500
4248,pmm,844790
4249,deh,1812173
4250,amyt,1783010
4251,ufi,100726
4252,acrhf,1762359
4253,mtem,1183765
4254,anip,1023024
4255,pcpc,1824993
4256,wuyi,1687065
4257,fmnb,709337
4258,giix,1841080
4259,nev,1469392
4260,cenh,1836935
4261,uve,891166
4262,kuri,1836967
4263,fdus,1513363
4264,sprq,1821850
4265,icad,749660
4266,yac,1815302
4267,bchg,1732409
4268,flmn,1703785
4269,bhb,743367
4270,xpdi,1839341
4271,eqbk,1227500
4272,dmyq,1836833
4273,gsqd,1837207
4274,bned,1634117
4275,rxra,1840463
4276,acii,1838614
4277,ccbg,726601
4278,sbnc,703904
4279,spke,1606268
4280,spgs,1839127
4281,ldsn,1737193
4282,ipi,1421461
4283,scob,1838431
4284,gpm,1310709
4285,coli,1829615
4286,bdtx,1701541
4287,otlk,1649989
4288,ennv,1832351
4289,insd,1697587
4290,dssi,1761940
4291,fact,1838987
4292,atax,1059142
4293,gfx,1823896
4294,slac,1834755
4295,atmr,1836176
4296,scle,1838697
4297,glbl,1838615
4298,bym,1181187
4299,tioa,1846163
4300,legh,1436208
4301,grts,1656634
4302,ptoc,1838238
4303,ross,1841610
4304,ppgh,1826333
4305,cem,1488775
4306,noa,1368519
4307,bxc,1301787
4308,kin,1561743
4309,gmbt,1836190
4310,twnd,1814215
4311,macc,1840148
4312,slcr,1826553
4313,mpaa,918251
4314,hawel,46207
4315,dsx,1318885
4316,snii,1838359
4317,bmrc,1403475
4318,twni,1835881
4319,asa,1230869
4320,jcic,1822312
4321,acah,1836274
4322,ncz,1227857
4323,fsbc,1275168
4324,ttsh,1552800
4325,avdl,1012477
4326,ht,1063344
4327,wald,1840199
4328,prqr,1612940
4329,cbah,1828723
4330,rekr,1697851
4331,dsm,855887
4332,anzu,1840877
4333,anpcy,1620678
4334,usx,923571
4335,faca,1839550
4336,irs,933267
4337,ff,1337298
4338,sqz,1604477
4339,atha,1620463
4340,ffa,1291334
4341,gtyh,1682325
4342,dtoc,1839998
4343,svfc,1837240
4344,dpls,866439
4345,hoft,1077688
4346,spfi,1163668
4347,infu,1337013
4348,nsrpf,1536674
4349,nodk,1681206
4350,poetf,1437424
4351,zixi,855612
4352,cdak,1659352
4353,rmm,1771226
4354,edd,1388141
4355,btcm,1517496
4356,bkt,832327
4357,cmii,1837412
4358,eex,1579214
4359,gnty,1058867
4360,krt,1758021
4361,claa,1837739
4362,vtru,1805012
4363,smbc,916907
4364,alto,778164
4365,ebtc,1018399
4366,fora,1829280
4367,joff,1824149
4368,trtk,1560905
4369,sb,1434754
4370,hcar,1824846
4371,inzy,1693011
4372,trrb,1498232
4373,grbx,1419275
4374,ccne,736772
4375,fof,1375340
4376,hyre,1713832
4377,vra,1495320
4378,pkoh,76282
4379,notv,720154
4380,pfdr,1839132
4381,ello,946394
4382,aray,1138723
4383,ncmi,1377630
4384,jro,1289213
4385,gbli,1494904
4386,trc,96869
4387,glo,1350869
4388,sftw,1753539
4389,ctmx,1501989
4390,dmyi,1824920
4391,prsr,1825473
4392,scpl,1760717
4393,plmi,1840317
4394,oia,835333
4395,mixt,1576914
4396,glad,1143513
4397,gwrs,1434728
4398,atnx,1300699
4399,nstc,1835817
4400,ormp,1176309
4401,cznc,810958
4402,ellky,1437194
4403,fixx,1661998
4404,byts,1842566
4405,mcr,851170
4406,flxn,1419600
4407,nltx,1404644
4408,swbk,1829730
4409,sfst,1090009
4410,mec,1766368
4411,pmf,1140392
4412,fhtx,1822462
4413,peo,216851
4414,prvb,1695357
4415,cato,18255
4416,lca,1844642
4417,qmco,709283
4418,sldb,1707502
4419,itmr,1613170
4420,bq,1815021
4421,csta,1834032
4422,expr,1483510
4423,aqb,1603978
4424,myj,884216
4425,hyac,1819253
4426,bsrr,1130144
4427,tei,909112
4428,anac,1829558
4429,sdac,1837248
4430,gp,1584547
4431,cnty,911147
4432,xoma,791908
4433,trin,1786108
4434,scor,1158172
4435,pmgm,1837607
4436,stxb,1499453
4437,itegy,1579597
4438,sor,91847
4439,raac,1824734
4440,bvh,315858
4441,plm,866028
4442,fpi,1591670
4443,tpgs,1840927
4444,lsea,1721386
4445,asg,786035
4446,mmt,809173
4447,rcky,895456
4448,bivi,1580149
4449,bsn,1815805
4450,nunz,886093
4451,ltrpa,1606745
4452,cbat,1117171
4453,bysi,1677940
4454,hmco,1829042
4455,dhca,1838163
4456,ssaa,1830547
4457,jgh,1615905
4458,aggr,1842329
4459,btnb,1831236
4460,vect,1836379
4461,ictsf,1010134
4462,cslt,1433714
4463,ctso,1175151
4464,bny,1137390
4465,rvp,946563
4466,soac,1798562
4467,tsib,1832737
4468,ardc,1515324
4469,krnl,1832950
4470,stim,1227636
4471,clpt,1285550
4472,fsrx,1834336
4473,gmhly,1438848
4474,esm,1841420
4475,sgc,95574
4476,tuem,878726
4477,psf,1498612
4478,mson,880432
4479,cfvi,1830081
4480,migi,1218683
4481,mta,1722606
4482,thtx,1512717
4483,ftsi,1529463
4484,axu,1364128
4485,gmda,1600847
4486,dbo,1383058
4487,altu,1822366
4488,acv,1636289
4489,mdvl,1402479
4490,avnw,1377789
4491,gxgx,1752828
4492,gpac,1831979
4493,th,1712189
4494,htpa,1828817
4495,goed,1810140
4496,evi,65312
4497,frst,1325670
4498,kmph,1434647
4499,irmd,1325618
4500,dgns,1827075
4501,hiti,1847409
4502,chaa,1838293
4503,bdsi,1103021
4504,enfa,1828972
4505,dspg,915778
4506,taco,1585583
4507,cova,1837160
4508,erc,1227073
4509,nvgi,1500122
4510,nvec,724910
4511,plpc,80035
4512,fei,1556336
4513,pcq,1140411
4514,rrbi,1071236
4515,ibex,1720420
4516,llnw,1391127
4517,natr,275053
4518,smbk,1038773
4519,qtnt,1596946
4520,blua,1831006
4521,kmf,1500096
4522,fwac,1847874
4523,avro,1681087
4524,fusn,1805890
4525,artna,863110
4526,tk,911971
4527,ivan,1819142
4528,eskyf,1010559
4529,frgi,1534992
4530,dhbc,1838176
4531,opt,1815620
4532,tmq,1543418
4533,kiii,1826059
4534,osbc,357173
4535,pbyi,1401667
4536,hyi,1497186
4537,ppta,1526243
4538,drtt,1340476
4539,bkrp,1580095
4540,cnd,1824301
4541,tnxp,1430306
4542,emkr,808326
4543,jg,1737339
4544,kor,1507964
4545,achl,1830749
4546,fcbp,1716697
4547,gdlc,1729997
4548,powl,80420
4549,edn,1395213
4550,klaq,1823323
4551,tufn,1757399
4552,tzps,1823481
4553,apyx,719135
4554,drrx,1082038
4555,aurc,1835856
4556,dnz,1830374
4557,egan,1066194
4558,lcaa,1841024
4559,eot,1454741
4560,ejfa,1839434
4561,clrm,1831937
4562,oncr,1671818
4563,arrw,1835972
4564,wpca,1836075
4565,tinv,1820144
4566,leu,1065059
4567,gamc,1841125
4568,pvac,77159
4569,vlgea,103595
4570,pcyo,276720
4571,vtiq,1823884
4572,ipldp,52485
4573,bgh,1521404
4574,agle,1636282
4575,tyg,1268533
4576,ozsc,1679817
4577,niobf,1512228
4578,nebc,1826018
4579,civb,944745
4580,yj,1759614
4581,rot,1826681
4582,hrzn,1487428
4583,epwr,1825720
4584,bspi,1787412
4585,ccac,1794621
4586,wsr,1175535
4587,rcs,916183
4588,cue,1645460
4589,kinz,1820875
4590,fiv,1687081
4591,fst,1815737
4592,alt,1326190
4593,gtii,356590
4594,cvm,725363
4595,vist,1762506
4596,livx,1491419
4597,rtto,1646576
4598,kio,1515940
4599,etnb,1785173
4600,cspr,1598674
4601,hcmc,844856
4602,hofv,1708176
4603,brbs,842717
4604,alus,1781115
4605,cpsr,1805087
4606,exfo,1116284
4607,mvt,897269
4608,nl,72162
4609,tmkr,1821606
4610,fmiv,1842916
4611,actd,1842279
4612,ags,1593548
4613,atvc,1831874
4614,ccb,1437958
4615,fbio,1429260
4616,ngl,1504461
4617,luna,1239819
4618,xpoa,1821742
4619,uavs,8504
4620,wve,1631574
4621,pow,1829427
4622,angn,1601485
4623,dhhc,1830188
4624,ader,1822912
4625,nvsa,1838433
4626,rlgt,1171155
4627,drio,1533998
4628,adex,1830029
4629,urgn,1668243
4630,swet,1828914
4631,iiii,1829889
4632,advm,1501756
4633,mdh,1823143
4634,cptk,1827899
4635,eac,1832765
4636,ezpw,876523
4637,prof,1628808
4638,disa,1838831
4639,kldi,1752474
4640,amnb,741516
4641,mqt,887394
4642,hccc,1822935
4643,vrna,1657312
4644,rbtk,1594204
4645,mreo,1719714
4646,txcb,1006840
4647,myc,882152
4648,piai,1819175
4649,ctac,1824577
4650,hbcp,1436425
4651,ampe,1411906
4652,itic,720858
4653,jrs,1158289
4654,ssss,1509470
4655,lmrk,1615346
4656,inve,1036044
4657,syrs,1556263
4658,lndc,1005286
4659,jnce,1640455
4660,cto,23795
4661,fct,1282850
4662,cvlg,928658
4663,wia,1254370
4664,hbio,1123494
4665,puyi,1750264
4666,bcel,1532346
4667,nexi,1538210
4668,fnlc,765207
4669,rdhl,1553846
4670,athx,1368148
4671,meip,1262104
4672,voxx,807707
4673,stks,1399520
4674,rgs,716643
4675,mesa,810332
4676,vpv,895528
4677,yell,716006
4678,care,1829576
4679,puck,1836100
4680,supv,1517399
4681,mue,1071899
4682,byrn,1354866
4683,gf,858706
4684,kirk,1056285
4685,clsd,1539029
4686,svok,1828672
4687,kldo,1751299
4688,esca,33488
4689,prtk,1178711
4690,bdsx,1439725
4691,og,1829949
4692,jaggf,1333849
4693,isos,1840572
4694,bkn,894242
4695,whf,1552198
4696,hlah,1826814
4697,ksmt,1814824
4698,zeus,917470
4699,gtbp,109657
4700,nisn,1603993
4701,fssi,1822862
4702,tschy,1614483
4703,cfv,1828049
4704,lokb,1821769
4705,ipva,1839608
4706,clas,1826855
4707,ipvf,1839610
4708,vpcc,1841408
4709,cru,1825497
4710,emo,1517518
4711,gsaq,1823707
4712,iacb,1835378
4713,freq,1703647
4714,mci,275694
4715,surf,1718108
4716,cffe,1839530
4717,mpb,879635
4718,empw,1822928
4719,stre,1838361
4720,emf,809708
4721,vpcb,1840792
4722,hchc,1006837
4723,brt,14846
4724,spxx,1338561
4725,utmd,706698
4726,hpx,1809353
4727,lizi,1783407
4728,kala,1479419
4729,crnt,1119769
4730,fulc,1680581
4731,gss,903571
4732,nbev,1579823
4733,glre,1385613
4734,lokm,1841585
4735,pck,1170300
4736,fll,891482
4737,cerc,1534120
4738,lcut,874396
4739,lego,1820272
4740,amtx,738214
4741,ibio,1420720
4742,pbfs,1769663
4743,wetg,1784970
4744,fgna,1818502
4745,ptsi,798287
4746,beem,1398805
4747,oacb,1820931
4748,krus,1772177
4749,sgtx,1821323
4750,rclf,1833498
4751,ston,1753886
4752,celc,1603454
4753,cmcm,1597835
4754,btbt,1710350
4755,lmnr,1342423
4756,aenz,1572621
4757,mtac,1826667
4758,actg,934549
4759,bhr,1574085
4760,acet,1720580
4761,asaq,1819510
4762,hcii,1823033
4763,nbh,1178839
4764,macq,1838672
4765,ddlx,1643194
4766,mon,1828325
4767,nnbr,918541
4768,cvgi,1290900
4769,pfis,1056943
4770,nr,71829
4771,tekk,1822027
4772,nxp,883618
4773,chn,845379
4774,hysr,1481028
4775,srac,1781162
4776,evm,1177161
4777,pke,76267
4778,sar,1377936
4779,pvbc,1778784
4780,tast,809248
4781,nca,818851
4782,seovf,1491434
4783,inlb,1500123
4784,hbb,1709164
4785,inbk,1562463
4786,mrmd,1522767
4787,lovv,1605780
4788,nuo,878200
4789,ajx,1614806
4790,imcc,1792030
4791,mfm,801961
4792,ithx,1828852
4793,abit,1095146
4794,eigr,1305253
4795,phd,1305767
4796,npv,897421
4797,qoeg,1439237
4798,dbl,1525201
4799,vhc,1082324
4800,mav,1258943
4801,wilc,1030997
4802,fbnk,1511198
4803,dcrb,1716583
4804,bkcc,1326003
4805,seel,1017491
4806,cybe,768411
4807,fsbw,1530249
4808,frln,1810031
4809,aspl,1819516
4810,nxq,885733
4811,mhi,1223026
4812,valu,717720
4813,rei,1384195
4814,xnet,1510593
4815,iea,1652362
4816,atcx,1751143
4817,svfb,1837238
4818,cfac,1818644
4819,dyns,1854270
4820,nrac,1831964
4821,vera,1831828
4822,ctxr,1506251
4823,silc,916793
4824,dbdr,1823144
4825,vrca,1660334
4826,plxp,1497504
4827,bgt,1287480
4828,cinr,1575051
4829,brg,1442626
4830,cbay,1042074
4831,apto,882361
4832,tipt,1393726
4833,uone,1041657
4834,nath,69733
4835,gpp,1635650
4836,pht,1166258
4837,cnlhn,23426
4838,mgu,1326390
4839,lcap,1802450
4840,afcg,1822523
4841,hbmd,1390162
4842,znte,1823652
4843,sbow,351817
4844,lfmd,948320
4845,bgr,1306550
4846,srt,1031029
4847,sv,1822966
4848,huiz,1778982
4849,mbii,1441693
4850,bttr,1471727
4851,ds,1175483
4852,vmd,1729149
4853,zyqg,1790368
4854,ins,320340
4855,sbg,1816708
4856,nsh,1816017
4857,acev,1813658
4858,fen,1284940
4859,ggt,921671
4860,kcac,1841304
4861,fuaiy,1132571
4862,rtpz,1828105
4863,cogt,1622229
4864,abus,1447028
4865,pcsb,1691337
4866,akic,1826574
4867,ghl,1282977
4868,voso,1822888
4869,iii,1371489
4870,lhaa,1841948
4871,cas,1822309
